dateofdeath,name,age,bio,causeofdeath,,
2016-10-20,William G. Bowen,83,"American educator, President of Princeton University (19721988)",,,
2016-10-20,Roger Lallemand,84,"Belgian lawyer and politician, President of the Senate (1988)",,,
2016-10-20,Roy D'Andrade,84,American psychological anthropologist.,,,
2016-10-20,Stanley Silverstein,91,American footwear manufacturer.,,,
2016-10-20,Eric Harold Mansfield,93,British aeronautical engineer.,,,
2016-10-20,Simone Schaller,104,American hurdler.,,,
2016-10-20,Achieng Abura, 50s,Kenyan musician.,,,
2016-10-21,Frenchy Martin,69,Canadian professional wrestler and manager (WWF), bladder cancer,,
2016-10-21,Frans Jozef van der Heijden,78,"Dutch politician, member of the House of Representatives (19821998)", euthanasia,,
2016-10-21,Richard Nicoll,39,British-Australian fashion designer, heart attack,,
2016-10-21,Satyadev Katare,61,Indian politician.,,,
2016-10-21,Paolo Micolini,77,Italian politician.,,,
2016-10-21,Robert Windom,86,American physician.,,,
2016-10-21,Mary Keating Croce,87,American politician.,,,
2016-10-21,Walter Argus,95,"New Zealand rugby union player (Canterbury, national team)",,,
2016-10-21,Jerry Rullo,93,"American basketball player (Philadelphia Warriors, Baltimore Bullets)",,,
2016-10-21,Moscow Flyer,22,Irish racehorse. ,,,
2016-10-21,Pawe_ Baumann,33,"Polish sprint canoer, world championship silver medalist (2006, 2007).",,,
2016-10-21,David Pope,54,"American basketball player (Kansas City Kings, Seattle SuperSonics)",,,
2016-10-21,Kevin Meaney,60,"American comedian and actor (Big, Uncle Buck)",,,
2016-10-21,Kenji Kosaka,70,"Japanese politician, Minister of Education (20052006)",,,
2016-10-21,Dave Cash,74,British radio presenter.,,,
2016-10-21,Constantin Fr__il_,74,Romanian footballer (FC Dinamo Bucure_ti).,,,
2016-10-21,Dan Johnston,77,American lawyer and politician.,,,
2016-10-21,Manfred Krug,79,"German actor (Tatort, Liebling Kreuzberg), singer, and author.",,,
2016-10-21,George Konik,79,"Canadian ice hockey player (Minnesota Fighting Saints, Pittsburgh Penguins)",,,
2016-10-21,Clment Michu,79,"French actor (Commissaire Moulin, Thierry la Fronde)",,,
2016-10-21,Bob McCord,82,"Canadian ice hockey player (Boston Bruins, Detroit Red Wings)",,,
2016-10-21,Roy Jennings,84,English footballer (Brighton and Hove Albion).,,,
2016-10-21,C. Peter Wagner,86,American theologian and religious leader (New Apostolic Reformation).,,,
2016-10-21,Richard Cavendish,86,British occult writer.,,,
2016-10-21,"Raine Spencer, Countess Spencer",87,British socialite and politician.,,,
2016-10-21,Janet Patterson, 59-60,"Australian costume designer (The Piano, Peter Pan, Bright Star)., Peter Pan, Bright Star).",,,
2016-10-22,Steve Dillon,54,"English comic book artist (Preacher, The Punisher, Judge Dredd)", appendicitis,,
2016-10-22,Monarchos,18,"American Thoroughbred racehorse, winner of the 2001 Kentucky Derby",,,
2016-10-22,Sheri S. Tepper,87,American science fiction author.,,,
2016-10-22,Gordon Hamilton,50,"Scottish climate scientist, snowmobile crash",,,
2016-10-22,Valeriya Zaklunna,74,"Ukrainian actress and politician, Member of Verkhovna Rada (19982007)",,,
2016-10-22,Gavin MacFadyen,76,American investigative journalist (CIJ) and filmmaker.,,,
2016-10-22,Jos Oscar Barahona Castillo,77,Salvadoran Roman Catholic prelate,,,
2016-10-22,Colin Snedeker,80,"British-born American chemist (Crayola), inventor of the washable crayon",,,
2016-10-22,Mehar Mittal,80,Indian Punjabi actor and producer.,,,
2016-10-22,Antoon Postma,87,Dutch anthropologist.,,,
2016-10-22,Frans Tutuhatunewa,93,"Indonesian politician, President in Exile of Republic of South Maluku (19932010)",,,
2016-10-22,Martin Aitchison,96,British illustrator.,,,
2016-10-22,Bob Vanatta,98,"American college basketball coach (Missouri State, Memphis, Missouri).",,,
2016-10-23,Pete Burns,57,English singer-songwriter (Dead or Alive), cardiac arrest,,
2016-10-23,Haguroiwa Tomomi,70,Japanese sumo wrestler, kidney failure,,
2016-10-23,Mikijir_ Hira,82,"Japanese actor (Rampo, 13 Assassins)",,,
2016-10-23,William Lfqvist,69,"Swedish ice hockey player, Olympic bronze medalist (1980)",,,
2016-10-23,Tom Hayden,76,"American writer, politician and activist (Chicago Seven), member of the California State Senate (19922000).",,,
2016-10-23,Nerses Hovhannisyan,78,"Armenian film director, actor and screenwriter",,,
2016-10-23,Harold Mann,78,"Canadian boxer, Commonwealth Games gold medalist (1962)",,,
2016-10-23,Heinz Poenn,82,Canadian Olympic slalom canoeist (1972).,,,
2016-10-23,Mike Bolan,83,"Canadian politician, member of the Legislative Assembly of Ontario (19771981)",,,
2016-10-23,Khalifa bin Hamad Al Thani,84,"Qatari monarch, Emir (19721995)",,,
2016-10-23,Bob Saunders,87,"American politician, member of the Florida Senate (19691971, 19731976).",,,
2016-10-23,Jack Chick,92,American cartoonist (Chick tracts) and fundamentalist Christian publisher.,,,
2016-10-23,Jimmy Perry,93,"English actor and screenwriter (Dad's Army, It Ain't Half Hot Mum, Hi-de-Hi!).",,,
2016-10-23,Wim van der Voort,93,"Dutch speed skater, Olympic silver medalist (1952)",,,
2016-10-24,Bobby Vee,73,"American pop singer (""Rubber Ball"", ""Take Good Care of My Baby"", ""The Night Has a Thousand Eyes"") and actor", Alzheimer's disease,,
2016-10-24,Siv Holma,64,"Swedish politician, MP for Norrbotten (19982014)", cancer,,
2016-10-24,Charles Wolf Jr.,92,American economist, cardiac arrest,,
2016-10-24,Jorge Batlle,88,"Uruguayan politician, President (20002005)", cerebral hemorrhage,,
2016-10-24,Eric Loiselet,56,French politician.,,,
2016-10-24,Johan St¿lan,77,Norwegian politician.,,,
2016-10-24,John P. Woodall,81,British entomologist.,,,
2016-10-24,Bruce Goodluck,83,Australian politician.,,,
2016-10-24,W. Dudley Johnson,86,American surgeon.,,,
2016-10-24,Pierre Vallon,89,French politician.,,,
2016-10-24,Roland Dobbs,91,British physicist.,,,
2016-10-24,Hellmut von Leipzig,95,German soldier.,,,
2016-10-24,Bill Duckworth,98,Australian footballer.,,,
2016-10-24,Benjamin Creme,93,"Scottish artist, author and esotericist",,,
2016-10-24,Hern Escobar,62,"Mexican politician, member of Congress (20092012)",,,
2016-10-24,Reinhard Hfner,64,"German footballer (Dynamo Dresden), Olympic champion (1976)",,,
2016-10-24,Jack Sellers,72,American race car driver.,,,
2016-10-24,Gwanda Chakuamba,82,Malawian politician.,,,
2016-10-24,Eugeniusz Rudnik,83,Polish composer and sound engineer.,,,
2016-10-24,Bohdan Hawrylyshyn,90,Ukrainian-born Canadian economist.,,,
2016-10-24,Harry Merlo,91,American business and sports executive.,,,
2016-10-24,Rolf Heinrich Sabersky,96,German-born American mechanical engineer.,,,
2016-10-24,Eddy Christiani,98,Dutch musician and songwriter.,,,
2016-10-25,Kevin Curran,59,"American television writer (The Simpsons, Married with Children)", cancer,,
2016-10-25,Carlos Alberto Torres,72,"Brazilian football player and manager, world champion (1970)", heart attack,,
2016-10-25,Bj¿rn Lidin Hansen,27,"Norwegian footballer (Troms¿, Lyn)", suicide,,
2016-10-25,Thomas Rentschler,84,American politician.,,,
2016-10-25,Doug Pyzer,93,Canadian football player (Toronto Argonauts).,,,
2016-10-25,Vaino Spencer,96,American judge.,,,
2016-10-25,Mel Haber,80,American philanthropist and hotel and restaurant proprietor,,,
2016-10-25,Kre_o Omerzel,59,Slovenian speedway rider and coach.,,,
2016-10-25,Howard Davies,71,British theatre and television director.,,,
2016-10-25,Mohamed Nadir Hamimid,75,Algerian politician.,,,
2016-10-25,Safa Haeri,79,Iranian-born French journalist.,,,
2016-10-25,Edouard Pliner,80,Russian figure skating coach.,,,
2016-10-25,Margaret Ashcroft,85,"British television actress (The Main Chance, The Brothers)",,,
2016-10-25,Jerzy Szacki,87,Polish sociologist.,,,
2016-10-25,Margit Bara,88,Hungarian actress (Jacob the Liar).,,,
2016-10-25,Burnet R. Maybank Jr.,92,"American lawyer and politician, Lieutenant Governor of South Carolina (19591963)",,,
2016-10-25,Georges Thines,93,Belgian scientist.,,,
2016-10-25,Bob Hoover,94,American Air Force test pilot.,,,
2016-10-26,Yuichi Takai,84,Japanese writer, heart failure,,
2016-10-26,Samuele Schiavina,45,Italian racing cyclist.,motorcycle accident,,
2016-10-26,Kent Frizzell,87,American attorney and politician.,,,
2016-10-26,Grard Lamy,97,Canadian politician.,,,
2016-10-26,Birger Larsen,54,Danish film director (Dance of the Polar Bears).,,,
2016-10-26,Ali Hussein Shihab,55,Iraqi footballer (national team).,,,
2016-10-26,Mark Johnson,65,American baseball umpire.,,,
2016-10-26,Donald C. Pogue,69,"American federal judge, US Court of International Trade (19952014)",,,
2016-10-26,Tim Couzens,72,South African historian.,,,
2016-10-26,Filomeno Codiera,77,Filipino baseball and softball player.,,,
2016-10-26,Melis Abzalov,77,Uzbek filmmaker (O_tgan kunlar).,,,
2016-10-26,William Eteki Mboumoua,83,Cameroonian politician and diplomat.,,,
2016-10-26,Luciano Rispoli,84,Italian television and radio writer and presenter.,,,
2016-10-26,Vic Rapp,86,American-Canadian football coach (BC Lions).,,,
2016-10-26,Melpomeni obani,88,Albanian actress.,,,
2016-10-26,Raj Begum,89,Indian singer.,,,
2016-10-26,Taqi Tabatabaei Qomi,93,Iranian grand ayatollah.,,,
2016-10-27,Susan Lindquist,67,American biologist, cancer,,
2016-10-27,Takahito,100,"Prince Mikasa,, Japanese royal", cardiac arrest,,
2016-10-27,Fatim Jawara,19,Gambian footballer (national team), drowning,,
2016-10-27,Joo Lobo Antunes,72,Portuguese neurosurgeon, melanoma,,
2016-10-27,David Tyack,85,American historian, Parkinson's disease,,
2016-10-27,Nelson Pinedo,88,Colombian singer (Sonora Matancera), stroke',,
2016-10-27,Frank Marchlewski,73,American football player.,,,
2016-10-27,Francis Tong Hui,83,Chinese clandestine Roman Catholic prelate,,,
2016-10-27,Brian Hill,75,English footballer (Coventry City).,,,
2016-10-27,Ruben Hovsepyan,77,Armenian author and politician.,,,
2016-10-27,Jolanda Insana,79,"Italian poet and translator, Viareggio Prize recipient",,,
2016-10-27,Jim Eddy,80,"American football coach (Saskatchewan Roughriders, Houston Oilers, Dallas Cowboys).",,,
2016-10-27,Ren Chamussy,80,French-Lebanese priest and rector.,,,
2016-10-27,Bobby Wellins,80,Scottish jazz saxophonist.,,,
2016-10-27,Vladimir Zemlyanikin,83,Russian film and theater actor (The House I Live In).,,,
2016-10-27,Bill Miller,86,"American javelin thrower, Olympic silver medalist (1952)",,,
2016-10-27,Pentti Siimes,87,Finnish actor (The Unknown Soldier).,,,
2016-10-27,Elda Grin,88,Armenian writer and psychologist.,,,
2016-10-27,Hazel Shermet,96,"American comedienne, actress (Duffy's Tavern, New Zoo Revue, Jem) and singer.",,,
2016-10-27,John Zacherle,98,American television and radio personality and voice actor.,,,
2016-10-28,Shashikala Kakodkar,81,Indian politician.,,,
2016-10-28,Melhem Barakat,71,Lebanese singer.,,,
2016-10-28,Gillon Aitken,78,English literary agent.,,,
2016-10-28,H. Kay Hedge,88,"American politician, member of the Iowa Senate (1989-2001)",,,
2016-10-28,Sir Nicholas Brathwaite,91,"Grenadian politician, Prime Minister (19901995), Chairman of the Interim Advisory Council (19831984).",,,
2016-10-28,Angeline Kopka,100,"American politician, member of the New Hampshire House of Representatives (20022010, 20122014).",,,
2016-10-29,John Hicks,65,American football player (New York Giants), diabetes,,
2016-10-29,Paul Luebke,70,"American politician, member of the North Carolina House of Representatives (since 1991)", lymphoma,,
2016-10-29,Stefan Jentsch,61,German biologist.,,,
2016-10-29,Kalle Reichelt,82,Norwegian physician.,,,
2016-10-29,Tom Weal,87,New Zealand politician.,,,
2016-10-29,John D. Roberts,98,American chemist.,,,
2016-10-29,Fernando Moresi,46,"Argentine field hockey player, Pan American champion (1995)",,,
2016-10-29,Paul Demers,60,Canadian singer-songwriter,,,
2016-10-29,Roland Dyens,61,French classical guitarist and composer.,,,
2016-10-29,E. Lee Hennessee,64,American hedge fund manager.,,,
2016-10-29,Robert Belfanti,68,"American politician, member of the Pennsylvania House of Representatives (19792010)",,,
2016-10-29,Tony Gauci,75,"Maltese businessman, witness in the Lockerbie bombing case",,,
2016-10-29,Dave Lanning,78,English sports commentator.,,,
2016-10-29,Barry Stout,79,"American politician, member of the Pennsylvania House of Representatives (19711976) and Senate (19772010)",,,
2016-10-29,Pen Sovan,80,"Cambodian politician, Prime Minister (1981)",,,
2016-10-29,Thorvald Mellingen,81,Norwegian engineer.,,,
2016-10-29,Christiane Gilles,86,French trade unionist,,,
2016-10-29,Geraldo Scarpone Caporale,88,American-born Honduran Roman Catholic prelate,,,
2016-10-29,Norman Brokaw,89,"American talent agent (Marilyn Monroe, Clint Eastwood, Andy Griffith).",,,
2016-10-29,Nguy_n V_n Chinh,92,Vietnamese politician.,,,
2016-10-29,Francis Huxley,93,British anthropologist.,,,
2016-10-29,Raymond Gilmour, 56 or 57,"Northern Irish undercover agent, infiltrated INLA and PIRA ",,,
2016-10-30,Simon Relph,76,"British film producer and assistant director (Reds, The Ploughman's Lunch)", pneumonia,,
2016-10-30,Don Marshall,80,American actor (Land of the Giants, Star Trek),,
2016-10-30,Imre Jzsa,62,Hungarian actor.,,,
2016-10-30,Otaru Salihu Ohize,63,Nigerian politician.,,,
2016-10-30,Fausto Cayambe,40,Ecuadorian politician.,,,
2016-10-30,David Nash,77,Welsh rugby union player. ,,,
2016-10-30,Reg Boorman,80,"New Zealand politician, MP for Wairarapa (19841988)",,,
2016-10-30,Tammy Grimes,82,"American actress (The Unsinkable Molly Brown, High Spirits, Look After Lulu!).",,,
2016-10-30,Curly Putman,85,"American songwriter (""Green, Green Grass of Home"", ""D-I-V-O-R-C-E"", ""He Stopped Loving Her Today"").",,,
2016-10-30,Trner hsman,85,Swedish boxer.,,,
2016-10-30,Betty Ann Kennedy,86,American bridge player.,,,
2016-10-30,Gil Krueger,87,American football coach (Northern Michigan).,,,
2016-10-30,James Galanos,92,American fashion designer.,,,
2016-10-30,Jack Braughton,95,British Olympic long distance runner (1948).,,,
2016-10-30,Barney Hartman,99,Canadian skeet shooter.,,,
2016-10-31,Huo Xuan,28,Chinese volleyball player (national team), heart attack,,
2016-10-31,Ray Mabbutt,80,English footballer, heart attack,,
2016-10-31,Natalie Babbitt,84,American children's author and illustrator (Tuck Everlasting), lung cancer,,
2016-10-31,Andy Hill,54,"American politician, member of the Washington Senate (since 2011)", lung cancer,,
2016-10-31,Eric Christiansen,79,British medieval historian.,,,
2016-10-31,Jimmy Gray,90,English cricketer (Hampshire). ,,,
2016-10-31,Victor Cannings,97,English cricketer (Hampshire). ,,,
2016-10-31,Gene La Rocque,98,American rear admiral.,,,
2016-10-31,Klaus Schulten,69,German-American physicist.,,,
2016-10-31,Lionel Morrison,81,South African-born British journalist and trade unionist.,,,
2016-10-31,Paul Detienne,91,"Belgian Jesuit priest, scholar and writer of Bengali literature",,,
2016-10-31,Abdul Majid Cockar,93,"Kenyan judge, Chief Justice (19941997)",,,
2016-10-31,Reynaldo Miravalles,93,Cuban actor.,,,
2016-10-31,Silvio Gazzaniga,95,Italian sculptor (FIFA World Cup Trophy).,,,
2016-10-31,Vladimir Zeldin,101,"Russian theater and film actor (Desyat Negrityat), People's Artist of the USSR",,,
2016-10-31,Stanley Leavy,101,American psychoanalyst.,,,
2016-11-01,Martin Leach,59,British automotive executive (NextEV Formula E Team), cancer,,
2016-11-01,Sverre Andersen,80,"Norwegian football player and manager (Viking, national team)", cancer,,
2016-11-01,Pocho La Pantera,65,Argentine singer, kidney cancer,,
2016-11-01,Bap Kennedy,54,Northern Irish singer-songwriter, pancreatic and bowel cancer,,
2016-11-01,Massimo Mongai,65,Italian author.,,,
2016-11-01,Giorgos Vasiliou,66,Greek actor.,,,
2016-11-01,Don Kates,75,American lawyer.,,,
2016-11-01,Rodolfo Hinostroza,75,Peruvian poet.,,,
2016-11-01,John Orsino,78,American baseball player (Baltimore Orioles).,,,
2016-11-01,Earl E. Nelson,79,American politician.,,,
2016-11-01,Jan C. Dolan,89,American politician.,,,
2016-11-01,Wim Ernes,58,Dutch national equestrian coach.,,,
2016-11-01,Jean-Michel Damian,69,French music radio journalist.,,,
2016-11-01,Zhang Benren,87,Chinese geochemist and academician (Chinese Academy of Sciences).,,,
2016-11-01,Tina Anselmi,89,"Italian politician, Minister of Health (19781979)",,,
2016-11-01,Stanford Lipsey,89,American publisher.,,,
2016-11-01,Auke Bloembergen,89,Dutch jurist and legal scholar.,,,
2016-11-01,Dave Broadfoot,90,Canadian comedian (Royal Canadian Air Farce).,,,
2016-11-02,Bob Cranshaw,83,"American jazz bassist (Blue Note Records, Musicians Union)", cancer,,
2016-11-02,Max Alexander,63,"American comedian and actor (Forgetting Sarah Marshall, Trainwreck, Paul Blart: Mall Cop 2)", head and neck cancer,,
2016-11-02,Oleg Popov,86,Russian clown (Moscow State Circus), heart attack,,
2016-11-02,Samuel Schatzmann,61,"Swiss equestrian, Olympic silver medalist (1988)",,,
2016-11-02,Jean-Marie Trappeniers,74,"Belgian footballer (Anderlecht, national team)",,,
2016-11-02,Vern Handrahan,79,Canadian baseball player (Kansas City Athletics).,,,
2016-11-02,A. Thomas Kraabel,81,American classics scholar.,,,
2016-11-02,Martin Lippens,82,"Belgian footballer (Anderlecht, national team) and coach",,,
